Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Mode,Delivery_Type,Delivery_Time_Minutes,Rating
ORD00904,2024-03-25,CUST0456,Customer 22,Ludhiana,Punjab,North,P451,Namkeen,Snacks,ITC,8,236.37,20,1512.77,1223.14,289.63,Cash,Standard,44,5
ORD00905,2024-09-23,CUST0054,Customer 295,Bengaluru,Karnataka,South,P104,Tea,Beverages,Parle,7,442.75,20,2479.4,1768.31,711.09,Cash,Express,57,3
ORD00906,2024-06-28,CUST0384,Customer 209,Bhubaneswar,Odisha,East,P804,Namkeen,Snacks,Nestle,7,271.1,15,1613.05,993.19,619.86,UPI,Standard,19,5
ORD00907,2024-07-26,CUST0156,Customer 423,Bengaluru,Karnataka,South,P314,Coffee,Beverages,Nestle,2,353.57,10,636.43,396.21,240.22,UPI,Express,11,3
ORD00908,2024-07-02,CUST0339,Customer 207,Kolkata,West Bengal,East,P110,Milk,Dairy,Parle,2,141.65,0,283.3,191.67,91.63,Card,Standard,33,3
ORD00909,2024-06-28,CUST0016,Customer 131,Bhubaneswar,Odisha,East,P817,Cleaner,Household,HUL,1,345.98,0,345.98,242.19,103.79,Card,Express,37,5
ORD00910,2024-10-05,CUST0048,Customer 43,Bhubaneswar,Odisha,East,P351,Tea,Beverages,Nestle,8,384.34,0,3074.72,2129.13,945.59,Card,Standard,57,4
ORD00911,2024-12-16,CUST0066,Customer 304,Hyderabad,Telangana,South,P983,Namkeen,Snacks,Amul,8,123.95,15,842.86,487.58,355.28,Cash,Standard,14,5
ORD00912,2024-09-08,CUST0090,Customer 462,Hyderabad,Telangana,South,P562,Toothpaste,Household,Parle,1,141.54,0,141.54,107.49,34.05,UPI,Express,28,5
ORD00913,2024-11-30,CUST0464,Customer 91,Bhubaneswar,Odisha,East,P891,Milk,Dairy,Tata,4,251.43,5,955.43,527.12,428.31,UPI,Standard,21,3
ORD00914,2024-11-05,CUST0289,Customer 13,Bhubaneswar,Odisha,East,P548,Tea,Beverages,HUL,2,98.93,5,187.97,145.13,42.84,Card,Standard,11,5
ORD00915,2024-02-14,CUST0135,Customer 450,Kolkata,West Bengal,East,P780,Tea,Beverages,Blinkit Fresh,5,229.42,15,975.03,555.85,419.18,Card,Standard,42,3
ORD00916,2024-10-06,CUST0192,Customer 286,Bengaluru,Karnataka,South,P369,Milk,Dairy,HUL,3,339.03,15,864.53,646.63,217.9,UPI,Express,47,4
ORD00917,2024-01-31,CUST0262,Customer 404,New Delhi,Delhi,North,P112,Curd,Dairy,Nestle,5,83.94,15,356.75,197.41,159.34,Cash,Standard,47,5
ORD00918,2024-09-01,CUST0246,Customer 110,Ludhiana,Punjab,North,P201,Biscuits,Snacks,ITC,8,404.59,5,3074.88,2303.73,771.15,Card,Express,19,5
ORD00919,2024-07-30,CUST0430,Customer 321,Bengaluru,Karnataka,South,P470,Energy Drink,Beverages,Britannia,2,291.76,5,554.34,409.15,145.19,Card,Standard,13,4
ORD00920,2024-04-25,CUST0384,Customer 465,Ludhiana,Punjab,North,P230,Apple,Fruits & Vegetables,HUL,6,207.57,20,996.34,797.98,198.36,Cash,Standard,51,5
ORD00921,2024-02-13,CUST0361,Customer 457,Bengaluru,Karnataka,South,P895,Tea,Beverages,ITC,7,307.91,15,1832.06,1044.09,787.97,Cash,Express,33,4
ORD00922,2024-07-16,CUST0388,Customer 447,Ahmedabad,Gujarat,West,P959,Namkeen,Snacks,ITC,6,461.28,15,2352.53,1654.84,697.69,Card,Standard,15,5
ORD00923,2024-06-09,CUST0475,Customer 464,Ahmedabad,Gujarat,West,P431,Namkeen,Snacks,Britannia,5,439.88,20,1759.52,1238.8,520.72,Cash,Express,32,4
ORD00924,2024-03-12,CUST0411,Customer 395,Hyderabad,Telangana,South,P804,Namkeen,Snacks,Parle,7,341.45,5,2270.64,1772.22,498.42,UPI,Standard,55,5
ORD00925,2024-04-15,CUST0307,Customer 405,Kolkata,West Bengal,East,P748,Cleaner,Household,Blinkit Fresh,3,76.26,10,205.9,152.69,53.21,UPI,Standard,33,3
ORD00926,2024-03-04,CUST0495,Customer 193,Ahmedabad,Gujarat,West,P932,Toothpaste,Household,Tata,6,90.24,20,433.15,247.6,185.55,UPI,Express,22,4
ORD00927,2024-11-17,CUST0251,Customer 305,Ahmedabad,Gujarat,West,P210,Cleaner,Household,HUL,7,115.61,0,809.27,683.41,125.86,Card,Standard,30,3
ORD00928,2024-10-01,CUST0138,Customer 66,Bengaluru,Karnataka,South,P902,Chips,Snacks,Nestle,1,426.64,10,383.98,223.57,160.41,Cash,Standard,23,3
ORD00929,2024-11-12,CUST0310,Customer 293,New Delhi,Delhi,North,P869,Popcorn,Snacks,Parle,5,156.41,5,742.95,459.99,282.96,Cash,Standard,25,3
ORD00930,2024-02-16,CUST0293,Customer 380,Ludhiana,Punjab,North,P728,Paneer,Dairy,Parle,4,280.02,0,1120.08,936.77,183.31,Card,Express,16,3
ORD00931,2024-01-02,CUST0123,Customer 344,Mumbai,Maharashtra,West,P415,Energy Drink,Beverages,Tata,3,448.1,5,1277.09,809.47,467.62,Cash,Standard,38,3
ORD00932,2024-07-13,CUST0012,Customer 278,Bengaluru,Karnataka,South,P883,Soft Drink,Beverages,Parle,8,92.19,15,626.89,504.76,122.13,UPI,Standard,37,5
ORD00933,2024-03-14,CUST0361,Customer 40,Bhubaneswar,Odisha,East,P715,Energy Drink,Beverages,Tata,7,422.35,20,2365.16,1446.63,918.53,UPI,Standard,23,3
ORD00934,2024-08-28,CUST0492,Customer 13,Bhubaneswar,Odisha,East,P802,Biscuits,Snacks,Britannia,5,451.26,15,1917.86,1400.29,517.57,Cash,Express,38,5
ORD00935,2024-02-15,CUST0224,Customer 131,Ludhiana,Punjab,North,P456,Cookies,Snacks,Britannia,1,255.66,15,217.31,178.79,38.52,Card,Standard,26,4
ORD00936,2024-04-27,CUST0047,Customer 363,Bengaluru,Karnataka,South,P262,Cleaner,Household,Nestle,4,426.03,15,1448.5,955.1,493.4,Cash,Express,26,3
ORD00937,2024-06-08,CUST0086,Customer 267,Bhubaneswar,Odisha,East,P168,Biscuits,Snacks,Britannia,7,153.69,5,1022.04,632.36,389.68,UPI,Express,46,5
ORD00938,2024-02-09,CUST0035,Customer 396,Hyderabad,Telangana,South,P203,Coffee,Beverages,Parle,4,28.25,5,107.35,78.45,28.9,UPI,Express,59,4
ORD00939,2024-05-19,CUST0263,Customer 417,Kolkata,West Bengal,East,P121,Soap,Household,Amul,4,397.72,10,1431.79,1154.91,276.88,Card,Express,20,3
ORD00940,2024-08-20,CUST0090,Customer 364,Mumbai,Maharashtra,West,P212,Cheese,Dairy,Britannia,6,295.45,10,1595.43,1098.81,496.62,UPI,Express,14,4
ORD00941,2024-07-25,CUST0456,Customer 269,Bengaluru,Karnataka,South,P577,Energy Drink,Beverages,Blinkit Fresh,8,345.21,15,2347.43,1678.63,668.8,Cash,Standard,58,4
ORD00942,2024-02-29,CUST0310,Customer 463,Mumbai,Maharashtra,West,P522,Milk,Dairy,Tata,4,55.24,10,198.86,159.6,39.26,Card,Standard,33,3
ORD00943,2024-10-29,CUST0405,Customer 389,Bhubaneswar,Odisha,East,P867,Apple,Fruits & Vegetables,ITC,7,392.03,5,2607.0,1785.75,821.25,Cash,Standard,35,3
ORD00944,2024-04-14,CUST0238,Customer 67,Bengaluru,Karnataka,South,P525,Juice,Beverages,Amul,8,211.63,15,1439.08,951.91,487.17,UPI,Express,50,3
ORD00945,2024-05-30,CUST0182,Customer 421,Bhubaneswar,Odisha,East,P624,Cookies,Snacks,HUL,7,445.78,15,2652.39,1520.98,1131.41,UPI,Standard,14,4
ORD00946,2024-10-14,CUST0139,Customer 31,Kolkata,West Bengal,East,P125,Soap,Household,Britannia,1,496.21,5,471.4,364.53,106.87,Cash,Standard,11,4
ORD00947,2024-10-26,CUST0064,Customer 453,Ahmedabad,Gujarat,West,P548,Popcorn,Snacks,HUL,6,156.77,0,940.62,743.44,197.18,Card,Express,52,5
ORD00948,2024-07-15,CUST0142,Customer 202,New Delhi,Delhi,North,P325,Cookies,Snacks,Amul,5,89.1,5,423.22,244.6,178.62,UPI,Standard,10,3
ORD00949,2024-04-17,CUST0001,Customer 34,Hyderabad,Telangana,South,P267,Coffee,Beverages,Amul,7,282.59,10,1780.32,1508.16,272.16,Card,Standard,60,3
ORD00950,2024-07-09,CUST0436,Customer 241,Hyderabad,Telangana,South,P364,Tea,Beverages,Blinkit Fresh,2,341.32,10,614.38,451.59,162.79,Cash,Standard,43,3
ORD00951,2024-07-26,CUST0027,Customer 488,Kolkata,West Bengal,East,P705,Potato,Fruits & Vegetables,Parle,8,150.65,20,964.16,617.23,346.93,Card,Express,19,5
ORD00952,2024-07-23,CUST0215,Customer 291,Bengaluru,Karnataka,South,P439,Coffee,Beverages,Parle,2,354.74,20,567.58,373.98,193.6,UPI,Express,20,5
ORD00953,2024-01-16,CUST0171,Customer 481,Mumbai,Maharashtra,West,P479,Potato,Fruits & Vegetables,Nestle,7,411.23,5,2734.68,1843.9,890.78,Card,Express,41,4
ORD00954,2024-11-02,CUST0168,Customer 304,Mumbai,Maharashtra,West,P485,Coffee,Beverages,Nestle,5,136.75,5,649.56,422.76,226.8,UPI,Express,15,5
ORD00955,2024-01-17,CUST0069,Customer 150,New Delhi,Delhi,North,P963,Tea,Beverages,Blinkit Fresh,3,496.08,0,1488.24,1028.91,459.33,Cash,Standard,52,5
ORD00956,2024-01-21,CUST0315,Customer 1,New Delhi,Delhi,North,P941,Namkeen,Snacks,Britannia,2,38.69,20,61.9,35.57,26.33,UPI,Standard,41,3
ORD00957,2024-03-21,CUST0330,Customer 398,Bhubaneswar,Odisha,East,P816,Shampoo,Household,Nestle,3,51.17,20,122.81,98.95,23.86,Card,Express,54,4
ORD00958,2024-11-30,CUST0362,Customer 418,Ludhiana,Punjab,North,P510,Paneer,Dairy,Tata,8,192.2,20,1230.08,789.61,440.47,UPI,Standard,52,4
ORD00959,2024-03-16,CUST0056,Customer 230,Bengaluru,Karnataka,South,P229,Curd,Dairy,ITC,1,58.14,20,46.51,37.79,8.72,Cash,Express,28,4
ORD00960,2024-06-03,CUST0480,Customer 364,Kolkata,West Bengal,East,P314,Soft Drink,Beverages,HUL,2,466.34,20,746.14,573.64,172.5,Cash,Express,33,3
ORD00961,2024-09-11,CUST0238,Customer 338,Mumbai,Maharashtra,West,P507,Banana,Fruits & Vegetables,Blinkit Fresh,1,423.74,10,381.37,254.32,127.05,Card,Express,30,5
ORD00962,2024-06-20,CUST0076,Customer 22,Ahmedabad,Gujarat,West,P243,Apple,Fruits & Vegetables,Britannia,5,219.58,15,933.22,758.39,174.83,Cash,Standard,27,3
ORD00963,2024-02-23,CUST0248,Customer 396,Hyderabad,Telangana,South,P944,Tomato,Fruits & Vegetables,Britannia,6,404.1,10,2182.14,1420.91,761.23,UPI,Express,31,5
ORD00964,2024-10-02,CUST0387,Customer 234,Bhubaneswar,Odisha,East,P145,Tea,Beverages,Parle,8,482.79,20,3089.86,2206.58,883.28,Card,Express,36,5
ORD00965,2024-05-15,CUST0154,Customer 457,Ludhiana,Punjab,North,P767,Energy Drink,Beverages,Amul,4,463.08,20,1481.86,914.11,567.75,UPI,Standard,35,4
ORD00966,2024-02-08,CUST0411,Customer 412,New Delhi,Delhi,North,P380,Paneer,Dairy,Tata,4,210.55,15,715.87,403.99,311.88,UPI,Standard,59,5
ORD00967,2024-07-18,CUST0288,Customer 372,Ludhiana,Punjab,North,P436,Cleaner,Household,ITC,5,394.24,5,1872.64,1549.96,322.68,Cash,Express,10,5
ORD00968,2024-05-29,CUST0344,Customer 132,Mumbai,Maharashtra,West,P525,Paneer,Dairy,ITC,1,67.74,10,60.97,36.63,24.34,Card,Express,56,3
ORD00969,2024-01-02,CUST0489,Customer 123,Kolkata,West Bengal,East,P167,Popcorn,Snacks,Parle,2,56.59,5,107.52,87.3,20.22,UPI,Express,58,4
ORD00970,2024-07-01,CUST0404,Customer 48,Kolkata,West Bengal,East,P461,Detergent,Household,ITC,8,340.64,10,2452.61,1926.89,525.72,Card,Express,44,4
ORD00971,2024-11-19,CUST0180,Customer 16,New Delhi,Delhi,North,P448,Curd,Dairy,Tata,6,96.96,20,465.41,283.09,182.32,Card,Express,42,4
ORD00972,2024-09-10,CUST0286,Customer 395,Bengaluru,Karnataka,South,P568,Toothpaste,Household,Tata,2,488.55,5,928.25,742.93,185.32,Card,Standard,22,3
ORD00973,2024-07-31,CUST0384,Customer 429,Ludhiana,Punjab,North,P107,Onion,Fruits & Vegetables,Blinkit Fresh,6,28.22,10,152.39,113.47,38.92,Card,Express,18,3
ORD00974,2024-11-22,CUST0163,Customer 126,New Delhi,Delhi,North,P419,Energy Drink,Beverages,Tata,6,77.48,0,464.88,365.32,99.56,Card,Express,16,3
ORD00975,2024-09-28,CUST0187,Customer 39,Kolkata,West Bengal,East,P610,Coffee,Beverages,Parle,5,183.17,15,778.47,657.33,121.14,Cash,Standard,36,3
ORD00976,2024-02-21,CUST0186,Customer 59,Ludhiana,Punjab,North,P197,Milk,Dairy,Parle,3,467.08,20,1120.99,818.17,302.82,Card,Standard,17,3
ORD00977,2024-02-10,CUST0416,Customer 365,Bengaluru,Karnataka,South,P662,Tomato,Fruits & Vegetables,Parle,5,423.9,20,1695.6,1316.55,379.05,Cash,Standard,16,4
ORD00978,2024-10-28,CUST0003,Customer 55,Ludhiana,Punjab,North,P588,Tomato,Fruits & Vegetables,Amul,5,375.73,5,1784.72,1018.4,766.32,Card,Standard,35,5
ORD00979,2024-10-18,CUST0359,Customer 444,Ludhiana,Punjab,North,P206,Cleaner,Household,Amul,4,59.36,5,225.57,136.59,88.98,Card,Express,56,5
ORD00980,2024-05-01,CUST0031,Customer 221,Bengaluru,Karnataka,South,P316,Tea,Beverages,Tata,5,296.81,5,1409.85,983.79,426.06,UPI,Standard,32,3
ORD00981,2024-09-11,CUST0001,Customer 59,Ahmedabad,Gujarat,West,P515,Biscuits,Snacks,Britannia,2,359.31,10,646.76,481.51,165.25,Cash,Standard,54,3
ORD00982,2024-12-16,CUST0203,Customer 69,Bengaluru,Karnataka,South,P323,Milk,Dairy,Parle,4,499.11,0,1996.44,1536.01,460.43,UPI,Express,51,3
ORD00983,2024-03-04,CUST0445,Customer 189,New Delhi,Delhi,North,P432,Tomato,Fruits & Vegetables,Tata,4,234.6,5,891.48,684.03,207.45,Card,Standard,38,5
ORD00984,2024-05-20,CUST0224,Customer 26,Bengaluru,Karnataka,South,P358,Juice,Beverages,Amul,4,437.58,5,1662.8,1158.93,503.87,Card,Standard,20,3
ORD00985,2024-03-31,CUST0219,Customer 394,Ludhiana,Punjab,North,P114,Paneer,Dairy,HUL,2,443.03,5,841.76,534.55,307.21,Cash,Express,47,4
ORD00986,2024-09-02,CUST0113,Customer 225,Bhubaneswar,Odisha,East,P236,Coffee,Beverages,Amul,5,422.94,15,1797.49,1134.02,663.47,UPI,Standard,34,3
ORD00987,2024-09-21,CUST0410,Customer 159,Bengaluru,Karnataka,South,P864,Popcorn,Snacks,Tata,5,351.16,10,1580.22,1277.77,302.45,UPI,Express,46,3
ORD00988,2024-01-11,CUST0168,Customer 394,Hyderabad,Telangana,South,P806,Cheese,Dairy,Tata,3,321.21,20,770.9,424.77,346.13,Cash,Standard,10,4
ORD00989,2024-11-17,CUST0206,Customer 343,Bengaluru,Karnataka,South,P962,Cookies,Snacks,Blinkit Fresh,5,354.09,10,1593.4,1156.58,436.82,UPI,Standard,40,5
ORD00990,2024-09-09,CUST0117,Customer 221,Bengaluru,Karnataka,South,P675,Tomato,Fruits & Vegetables,Amul,6,246.26,5,1403.68,996.26,407.42,Cash,Express,16,5
ORD00991,2024-10-07,CUST0226,Customer 368,Bengaluru,Karnataka,South,P238,Apple,Fruits & Vegetables,Britannia,8,217.93,0,1743.44,1012.56,730.88,Cash,Express,23,4
ORD00992,2024-08-18,CUST0458,Customer 108,New Delhi,Delhi,North,P195,Onion,Fruits & Vegetables,Blinkit Fresh,7,77.73,10,489.7,363.8,125.9,UPI,Express,15,4
ORD00993,2024-09-07,CUST0419,Customer 111,Bengaluru,Karnataka,South,P914,Popcorn,Snacks,Tata,3,335.5,0,1006.5,833.25,173.25,Card,Express,15,5
ORD00994,2024-01-14,CUST0379,Customer 50,Hyderabad,Telangana,South,P742,Juice,Beverages,Amul,6,381.6,20,1831.68,1389.85,441.83,Cash,Standard,22,3
ORD00995,2024-12-04,CUST0231,Customer 116,Bengaluru,Karnataka,South,P733,Curd,Dairy,ITC,4,114.87,10,413.53,284.61,128.92,UPI,Express,56,5
ORD00996,2024-01-04,CUST0088,Customer 192,Hyderabad,Telangana,South,P135,Coffee,Beverages,ITC,2,420.14,5,798.27,552.5,245.77,Cash,Standard,16,3
ORD00997,2024-09-23,CUST0366,Customer 285,Bengaluru,Karnataka,South,P793,Paneer,Dairy,Blinkit Fresh,2,228.62,5,434.38,273.59,160.79,Card,Express,48,5
ORD00998,2024-01-11,CUST0101,Customer 208,Hyderabad,Telangana,South,P402,Cheese,Dairy,Tata,8,154.0,10,1108.8,811.51,297.29,Cash,Standard,15,5
ORD00999,2024-10-24,CUST0365,Customer 378,New Delhi,Delhi,North,P936,Cheese,Dairy,ITC,2,288.83,15,491.01,404.0,87.01,UPI,Express,44,3
ORD01000,2024-09-25,CUST0276,Customer 48,Bengaluru,Karnataka,South,P365,Cleaner,Household,Parle,2,135.92,20,217.47,125.06,92.41,Card,Express,21,3
ORD01001,2024-08-04,CUST0370,Customer 325,Ahmedabad,Gujarat,West,P659,Curd,Dairy,Nestle,2,268.62,20,429.79,293.42,136.37,Cash,Standard,39,3
ORD01002,2024-01-16,CUST0043,Customer 166,Bhubaneswar,Odisha,East,P268,Banana,Fruits & Vegetables,Nestle,1,392.15,0,392.15,317.2,74.95,UPI,Express,40,3
ORD01003,2024-02-28,CUST0407,Customer 469,Ahmedabad,Gujarat,West,P616,Detergent,Household,Parle,3,494.43,10,1334.96,886.03,448.93,Card,Standard,20,3
ORD01004,2024-01-22,CUST0161,Customer 195,Hyderabad,Telangana,South,P580,Energy Drink,Beverages,Amul,2,92.28,10,166.1,116.34,49.76,Cash,Standard,39,3
ORD01005,2024-09-21,CUST0141,Customer 272,New Delhi,Delhi,North,P253,Biscuits,Snacks,Tata,7,185.77,10,1170.35,674.83,495.52,Card,Express,25,4
ORD01006,2024-07-11,CUST0374,Customer 22,Hyderabad,Telangana,South,P665,Namkeen,Snacks,Amul,1,195.78,5,185.99,146.1,39.89,Cash,Standard,13,4
ORD01007,2024-11-21,CUST0488,Customer 481,Bengaluru,Karnataka,South,P976,Cleaner,Household,ITC,8,316.68,0,2533.44,1980.42,553.02,UPI,Express,13,4
ORD01008,2024-05-13,CUST0321,Customer 376,New Delhi,Delhi,North,P364,Popcorn,Snacks,ITC,2,447.3,20,715.68,552.18,163.5,Cash,Standard,41,3
ORD01009,2024-03-13,CUST0357,Customer 205,Hyderabad,Telangana,South,P733,Detergent,Household,Parle,7,148.54,5,987.79,742.72,245.07,Cash,Express,43,5
ORD01010,2024-09-27,CUST0221,Customer 110,Bhubaneswar,Odisha,East,P206,Milk,Dairy,Parle,4,442.13,5,1680.09,1109.66,570.43,Card,Express,39,3
ORD01011,2024-04-27,CUST0370,Customer 346,Ahmedabad,Gujarat,West,P477,Butter,Dairy,Blinkit Fresh,6,383.68,0,2302.08,1395.01,907.07,Cash,Express,28,3
ORD01012,2024-09-28,CUST0259,Customer 470,New Delhi,Delhi,North,P123,Juice,Beverages,Britannia,7,400.21,10,2521.32,1774.74,746.58,Cash,Express,33,3
ORD01013,2024-12-17,CUST0328,Customer 30,Hyderabad,Telangana,South,P973,Paneer,Dairy,Parle,1,343.37,10,309.03,173.45,135.58,UPI,Express,23,3
ORD01014,2024-02-22,CUST0047,Customer 49,Kolkata,West Bengal,East,P828,Shampoo,Household,HUL,2,209.47,5,397.99,315.21,82.78,Cash,Standard,56,3
ORD01015,2024-06-14,CUST0116,Customer 21,New Delhi,Delhi,North,P516,Detergent,Household,Amul,4,256.44,5,974.47,654.35,320.12,Cash,Express,15,5
ORD01016,2024-01-06,CUST0467,Customer 95,Ahmedabad,Gujarat,West,P313,Potato,Fruits & Vegetables,Amul,7,393.88,20,2205.73,1803.29,402.44,UPI,Express,31,4
ORD01017,2024-05-25,CUST0422,Customer 306,New Delhi,Delhi,North,P222,Paneer,Dairy,Tata,6,246.69,15,1258.12,791.57,466.55,UPI,Express,35,4
ORD01018,2024-10-21,CUST0147,Customer 56,Kolkata,West Bengal,East,P652,Tomato,Fruits & Vegetables,Parle,2,408.09,20,652.94,484.34,168.6,UPI,Express,35,5
ORD01019,2024-11-06,CUST0309,Customer 259,Ahmedabad,Gujarat,West,P251,Soap,Household,Nestle,7,113.46,5,754.51,628.11,126.4,UPI,Standard,27,4
ORD01020,2024-10-01,CUST0209,Customer 482,Bhubaneswar,Odisha,East,P865,Tomato,Fruits & Vegetables,Amul,1,353.8,10,318.42,187.55,130.87,Card,Express,59,4
ORD01021,2024-03-06,CUST0219,Customer 400,Hyderabad,Telangana,South,P966,Soft Drink,Beverages,Amul,1,269.28,0,269.28,157.52,111.76,UPI,Express,13,5
ORD01022,2024-12-16,CUST0234,Customer 38,Hyderabad,Telangana,South,P428,Energy Drink,Beverages,Britannia,2,412.72,0,825.44,549.65,275.79,UPI,Express,59,3
ORD01023,2024-09-05,CUST0218,Customer 391,Bhubaneswar,Odisha,East,P674,Potato,Fruits & Vegetables,ITC,3,229.4,0,688.2,478.72,209.48,Cash,Express,43,4
ORD01024,2024-06-24,CUST0153,Customer 122,Kolkata,West Bengal,East,P588,Butter,Dairy,ITC,1,401.03,15,340.88,267.27,73.61,Card,Express,23,3
ORD01025,2024-01-25,CUST0260,Customer 189,Kolkata,West Bengal,East,P678,Tomato,Fruits & Vegetables,Nestle,8,351.73,0,2813.84,2058.9,754.94,Card,Standard,46,3
ORD01026,2024-11-16,CUST0216,Customer 393,Ludhiana,Punjab,North,P739,Soap,Household,Tata,7,382.98,20,2144.69,1580.92,563.77,Cash,Standard,45,5
ORD01027,2024-06-18,CUST0290,Customer 53,Mumbai,Maharashtra,West,P401,Cheese,Dairy,Amul,6,298.05,20,1430.64,893.38,537.26,Cash,Standard,46,5
ORD01028,2024-08-08,CUST0207,Customer 289,Bengaluru,Karnataka,South,P673,Apple,Fruits & Vegetables,Amul,4,161.33,5,613.05,479.94,133.11,Card,Express,45,4
ORD01029,2024-06-07,CUST0288,Customer 483,Hyderabad,Telangana,South,P841,Soft Drink,Beverages,Britannia,1,328.13,5,311.72,241.52,70.2,Cash,Express,30,5
ORD01030,2024-12-05,CUST0061,Customer 73,Kolkata,West Bengal,East,P811,Detergent,Household,Tata,5,417.45,10,1878.53,1574.22,304.31,Card,Express,45,3
ORD01031,2024-06-25,CUST0209,Customer 323,Ahmedabad,Gujarat,West,P174,Juice,Beverages,Britannia,2,396.13,15,673.42,486.12,187.3,UPI,Standard,37,3
ORD01032,2024-07-23,CUST0278,Customer 77,Bengaluru,Karnataka,South,P346,Shampoo,Household,Parle,2,140.93,5,267.77,209.71,58.06,Cash,Standard,50,3
ORD01033,2024-07-19,CUST0465,Customer 454,New Delhi,Delhi,North,P498,Milk,Dairy,Nestle,1,340.5,20,272.4,185.31,87.09,UPI,Express,58,4
ORD01034,2024-02-03,CUST0193,Customer 271,Bengaluru,Karnataka,South,P157,Cheese,Dairy,Parle,6,415.31,0,2491.86,1406.34,1085.52,UPI,Standard,50,5
ORD01035,2024-10-25,CUST0487,Customer 227,Ludhiana,Punjab,North,P757,Soft Drink,Beverages,Tata,3,434.19,20,1042.06,634.37,407.69,Cash,Express,13,5
ORD01036,2024-03-24,CUST0030,Customer 366,Kolkata,West Bengal,East,P559,Chips,Snacks,ITC,8,231.51,20,1481.66,940.04,541.62,Cash,Standard,58,4
ORD01037,2024-08-30,CUST0473,Customer 197,Bengaluru,Karnataka,South,P148,Onion,Fruits & Vegetables,ITC,2,378.01,15,642.62,493.21,149.41,Cash,Express,59,4
ORD01038,2024-03-08,CUST0489,Customer 477,Ludhiana,Punjab,North,P421,Apple,Fruits & Vegetables,Blinkit Fresh,4,117.28,5,445.66,257.04,188.62,Cash,Express,22,4
ORD01039,2024-02-10,CUST0309,Customer 84,Mumbai,Maharashtra,West,P100,Detergent,Household,Tata,8,25.11,5,190.84,143.78,47.06,UPI,Express,58,4
ORD01040,2024-02-08,CUST0457,Customer 342,Hyderabad,Telangana,South,P658,Soft Drink,Beverages,Parle,6,200.47,5,1142.68,703.29,439.39,Card,Standard,47,3
ORD01041,2024-05-25,CUST0028,Customer 122,Hyderabad,Telangana,South,P562,Paneer,Dairy,Britannia,5,264.93,0,1324.65,899.9,424.75,Cash,Standard,16,4
ORD01042,2024-03-23,CUST0328,Customer 48,Mumbai,Maharashtra,West,P999,Soft Drink,Beverages,HUL,3,459.28,0,1377.84,763.6,614.24,Cash,Express,16,5
ORD01043,2024-12-17,CUST0311,Customer 225,Hyderabad,Telangana,South,P339,Cheese,Dairy,Tata,6,372.58,15,1900.16,1492.23,407.93,UPI,Express,17,5
ORD01044,2024-01-12,CUST0253,Customer 403,Hyderabad,Telangana,South,P819,Tomato,Fruits & Vegetables,Tata,4,294.76,15,1002.18,839.76,162.42,Card,Express,39,4
ORD01045,2024-01-02,CUST0193,Customer 277,Ludhiana,Punjab,North,P247,Paneer,Dairy,Nestle,3,432.85,0,1298.55,856.43,442.12,Cash,Express,21,3
ORD01046,2024-08-17,CUST0480,Customer 54,Bhubaneswar,Odisha,East,P803,Potato,Fruits & Vegetables,Parle,6,27.12,10,146.45,104.23,42.22,Card,Express,56,3
ORD01047,2024-10-12,CUST0303,Customer 274,Bengaluru,Karnataka,South,P891,Popcorn,Snacks,Parle,7,485.08,20,2716.45,2272.22,444.23,UPI,Standard,49,5
ORD01048,2024-04-27,CUST0340,Customer 431,Kolkata,West Bengal,East,P655,Milk,Dairy,Tata,6,403.22,20,1935.46,1466.18,469.28,Cash,Standard,42,4
ORD01049,2024-11-16,CUST0280,Customer 260,Hyderabad,Telangana,South,P568,Cleaner,Household,Amul,2,330.69,10,595.24,389.31,205.93,Cash,Standard,15,4
ORD01050,2024-11-11,CUST0232,Customer 141,Bengaluru,Karnataka,South,P489,Soft Drink,Beverages,Nestle,8,114.07,5,866.93,483.63,383.3,Cash,Express,56,5
ORD01051,2024-09-15,CUST0255,Customer 368,Ahmedabad,Gujarat,West,P965,Energy Drink,Beverages,ITC,3,431.37,20,1035.29,853.7,181.59,UPI,Standard,43,5
ORD01052,2024-05-01,CUST0189,Customer 27,Hyderabad,Telangana,South,P812,Shampoo,Household,Parle,1,211.32,5,200.75,151.51,49.24,UPI,Standard,58,4
ORD01053,2024-10-04,CUST0091,Customer 399,Ahmedabad,Gujarat,West,P864,Detergent,Household,Blinkit Fresh,1,343.05,5,325.9,206.58,119.32,Card,Standard,26,3
ORD01054,2024-11-22,CUST0127,Customer 325,Ahmedabad,Gujarat,West,P236,Curd,Dairy,Parle,6,416.7,20,2000.16,1276.6,723.56,Card,Express,22,5
ORD01055,2024-06-21,CUST0370,Customer 478,Ludhiana,Punjab,North,P594,Butter,Dairy,ITC,2,348.55,10,627.39,380.19,247.2,Card,Standard,20,5
ORD01056,2024-12-29,CUST0201,Customer 190,Hyderabad,Telangana,South,P474,Butter,Dairy,Amul,6,69.07,20,331.54,192.91,138.63,Cash,Standard,43,4
ORD01057,2024-04-24,CUST0004,Customer 100,Ahmedabad,Gujarat,West,P413,Shampoo,Household,Nestle,8,391.04,10,2815.49,2245.24,570.25,Cash,Express,17,4
